Step,Regret
17,[0.00189757]
18,[0.00189757]
19,[0.00189757]
20,[0.00189757]
21,[0.00189757]
22,[0.00189757]
23,[0.00189757]
24,[0.00189757]
25,[0.00189757]
26,[0.00189757]
27,[0.00189757]
28,[0.00189757]
29,[0.00189757]
30,[0.00189757]
31,[0.00189757]
32,[0.00189757]
33,[0.00189757]
34,[0.00189757]
35,[0.00189757]
36,[0.00189757]
37,[0.00189757]
38,[0.00189757]
39,[0.00189757]
40,[0.00189757]
41,[0.00189757]
42,[0.00189757]
43,[0.00189757]
44,[0.00189757]
45,[0.00189757]
46,[0.00189757]
47,[0.00189757]
48,[0.00189757]
49,[0.00189757]
50,[0.00189757]
51,[0.00189757]
52,[0.00189757]
53,[0.00189757]
54,[0.00189757]
55,[0.00189757]
56,[0.00189757]
57,[0.00189757]
58,[0.00189757]
59,[0.00189757]
60,[0.00189757]
61,[0.00189757]
62,[0.00189757]
63,[0.00189757]
64,[0.00189757]
65,[0.00189757]
66,[0.00189757]
67,[0.00189757]
68,[0.00189757]
69,[0.00189757]
70,[0.00189757]
71,[0.00189757]
72,[0.00189757]
73,[0.00189757]
74,[0.00189757]
75,[0.00189757]
76,[0.00189757]
77,[0.00189757]
78,[0.00189757]
79,[0.00189757]
80,[0.00189757]
81,[0.00189757]
82,[0.00189757]
83,[0.00189757]
84,[0.]
85,[0.]
86,[0.]
87,[0.]
88,[0.]
89,[0.]
90,[0.]
91,[0.]
92,[0.]
93,[0.]
94,[0.]
95,[0.]
96,[0.]
97,[0.]
98,[0.]
1,[0.06752813]
2,[0.06752813]
3,[0.05142176]
4,[0.04521491]
5,[0.04521491]
6,[0.04521491]
7,[0.04521491]
8,[0.04521491]
9,[0.04521491]
10,[0.04521491]
11,[0.04521491]
12,[0.04521491]
13,[0.04521491]
14,[0.04521491]
15,[0.04521491]
16,[0.04521491]
17,[0.04521491]
18,[0.04431846]
19,[0.04431846]
20,[0.04431846]
21,[0.04431846]
22,[0.04431846]
23,[0.04431846]
24,[0.04431846]
25,[0.04431846]
26,[0.04431846]
27,[0.04431846]
28,[0.04431846]
29,[0.04431846]
30,[0.04431846]
31,[0.04431846]
32,[0.04431846]
33,[0.04431846]
34,[0.04431846]
35,[0.04431846]
36,[0.04431846]
37,[0.04431846]
38,[0.04431846]
39,[0.04431846]
40,[0.04431846]
41,[0.01824228]
42,[0.01824228]
43,[0.01824228]
44,[0.01824228]
45,[0.01824228]
46,[0.01824228]
47,[0.00952479]
48,[0.00952479]
49,[0.00952479]
50,[0.00952479]
51,[0.00952479]
52,[0.00952479]
53,[0.00952479]
54,[0.00952479]
55,[0.00952479]
56,[0.00952479]
57,[0.00952479]
58,[0.00952479]
59,[0.00952479]
60,[0.00952479]
61,[0.00952479]
62,[0.00952479]
63,[0.00952479]
64,[0.00952479]
65,[0.00952479]
66,[0.00952479]
67,[0.00952479]
68,[0.00952479]
69,[0.00952479]
70,[0.00952479]
71,[0.00952479]
72,[0.00952479]
73,[0.00952479]
74,[0.00952479]
75,[0.00952479]
76,[0.00952479]
77,[0.00952479]
78,[0.00952479]
79,[0.00952479]
80,[0.00952479]
81,[0.00952479]
82,[0.00952479]
83,[0.00952479]
84,[0.00952479]
85,[0.00952479]
86,[0.00952479]
87,[0.00952479]
88,[0.00952479]
89,[0.00952479]
90,[0.00952479]
91,[0.00952479]
92,[0.0012794]
93,[0.0012794]
94,[0.0012794]
95,[0.]
96,[0.]
97,[0.]
98,[0.]
1,[0.03848046]
2,[0.03848046]
3,[0.]
4,[0.]
5,[0.]
6,[0.]
7,[0.]
8,[0.]
9,[0.]
10,[0.]
11,[0.]
12,[0.]
13,[0.]
14,[0.]
15,[0.]
16,[0.]
17,[0.]
18,[0.]
19,[0.]
20,[0.]
21,[0.]
22,[0.]
23,[0.]
24,[0.]
25,[0.]
26,[0.]
27,[0.]
28,[0.]
29,[0.]
30,[0.]
31,[0.]
32,[0.]
33,[0.]
34,[0.]
35,[0.]
36,[0.]
37,[0.]
38,[0.]
39,[0.]
40,[0.]
41,[0.]
42,[0.]
43,[0.]
44,[0.]
45,[0.]
46,[0.]
47,[0.]
48,[0.]
49,[0.]
50,[0.]
51,[0.]
52,[0.]
53,[0.]
54,[0.]
55,[0.]
56,[0.]
57,[0.]
58,[0.]
59,[0.]
60,[0.]
61,[0.]
62,[0.]
63,[0.]
64,[0.]
65,[0.]
66,[0.]
67,[0.]
68,[0.]
69,[0.]
70,[0.]
71,[0.]
72,[0.]
73,[0.]
74,[0.]
75,[0.]
76,[0.]
77,[0.]
78,[0.]
79,[0.]
80,[0.]
81,[0.]
82,[0.]
83,[0.]
84,[0.]
85,[0.]
86,[0.]
87,[0.]
88,[0.]
89,[0.]
90,[0.]
91,[0.]
92,[0.]
93,[0.]
94,[0.]
95,[0.]
96,[0.]
97,[0.]
98,[0.]
1,[0.03671788]
2,[0.]
3,[0.]
4,[0.]
5,[0.]
6,[0.]
7,[0.]
8,[0.]
9,[0.]
10,[0.]
11,[0.]
12,[0.]
13,[0.]
14,[0.]
15,[0.]
16,[0.]
17,[0.]
18,[0.]
19,[0.]
20,[0.]
21,[0.]
22,[0.]
23,[0.]
24,[0.]
25,[0.]
26,[0.]
27,[0.]
28,[0.]
29,[0.]
30,[0.]
31,[0.]
32,[0.]
33,[0.]
34,[0.]
35,[0.]
36,[0.]
37,[0.]
38,[0.]
39,[0.]
40,[0.]
41,[0.]
42,[0.]
43,[0.]
44,[0.]
45,[0.]
46,[0.]
47,[0.]
48,[0.]
49,[0.]
50,[0.]
51,[0.]
52,[0.]
53,[0.]
54,[0.]
55,[0.]
56,[0.]
57,[0.]
58,[0.]
59,[0.]
60,[0.]
61,[0.]
62,[0.]
63,[0.]
64,[0.]
65,[0.]
66,[0.]
67,[0.]
68,[0.]
69,[0.]
70,[0.]
71,[0.]
72,[0.]
73,[0.]
74,[0.]
75,[0.]
76,[0.]
77,[0.]
78,[0.]
79,[0.]
80,[0.]
81,[0.]
82,[0.]
83,[0.]
84,[0.]
85,[0.]
86,[0.]
87,[0.]
88,[0.]
89,[0.]
90,[0.]
91,[0.]
92,[0.]
93,[0.]
94,[0.]
95,[0.]
96,[0.]
97,[0.]
98,[0.]
1,[0.17151279]
2,[0.0355479]
3,[0.0355479]
4,[0.0355479]
5,[0.0355479]
6,[0.0355479]
7,[0.0355479]
8,[0.0355479]
9,[0.0355479]
10,[0.0355479]
11,[0.0355479]
12,[0.0355479]
13,[0.0355479]
14,[0.0355479]
15,[0.0355479]
16,[0.0355479]
17,[0.0355479]
18,[0.0355479]
19,[0.03108132]
20,[0.01518463]
21,[0.01518463]
22,[0.01518463]
23,[0.01518463]
24,[0.01518463]
25,[0.01518463]
26,[0.01518463]
27,[0.01518463]
28,[0.01518463]
29,[0.01518463]
30,[0.01518463]
31,[0.01518463]
32,[0.01518463]
33,[0.01518463]
34,[0.01518463]
35,[0.01518463]
36,[0.01518463]
37,[0.01518463]
38,[0.01518463]
39,[0.01518463]
40,[0.01518463]
41,[0.01518463]
42,[0.01518463]
43,[0.01518463]
44,[0.01518463]
45,[0.01518463]
46,[0.01518463]
47,[0.01518463]
48,[0.01518463]
49,[0.01518463]
50,[0.01518463]
51,[0.01518463]
52,[0.01518463]
53,[0.01518463]
54,[0.01518463]
55,[0.01518463]
56,[0.01518463]
57,[0.01518463]
58,[0.01518463]
59,[0.01518463]
60,[0.01518463]
61,[0.01518463]
62,[0.01518463]
63,[0.01518463]
64,[0.01518463]
65,[0.01518463]
66,[0.01518463]
67,[0.01518463]
68,[0.01518463]
69,[0.]
70,[0.]
71,[0.]
72,[0.]
73,[0.]
74,[0.]
75,[0.]
76,[0.]
77,[0.]
78,[0.]
79,[0.]
80,[0.]
81,[0.]
82,[0.]
83,[0.]
84,[0.]
85,[0.]
86,[0.]
87,[0.]
88,[0.]
89,[0.]
90,[0.]
91,[0.]
92,[0.]
93,[0.]
94,[0.]
95,[0.]
96,[0.]
97,[0.]
98,[0.]
1,[0.01131952]
2,[0.00492954]
3,[0.00492954]
4,[0.00492954]
5,[0.00492954]
6,[0.00492954]
7,[0.00492954]
8,[0.00492954]
9,[0.00492954]
10,[0.00492954]
11,[0.00492954]
12,[0.00492954]
13,[0.00492954]
14,[0.00492954]
15,[0.00492954]
16,[0.00492954]
17,[0.00189548]
18,[0.00189548]
19,[0.00189548]
20,[0.00189548]
21,[0.00189548]
22,[0.00189548]
23,[0.00189548]
24,[0.00189548]
25,[0.00189548]
26,[0.00189548]
27,[0.00189548]
28,[0.00189548]
29,[0.]
30,[0.]
31,[0.]
32,[0.]
33,[0.]
34,[0.]
35,[0.]
36,[0.]
37,[0.]
38,[0.]
39,[0.]
40,[0.]
41,[0.]
42,[0.]
43,[0.]
44,[0.]
45,[0.]
46,[0.]
47,[0.]
48,[0.]
49,[0.]
50,[0.]
51,[0.]
52,[0.]
53,[0.]
54,[0.]
55,[0.]
56,[0.]
57,[0.]
58,[0.]
59,[0.]
60,[0.]
61,[0.]
62,[0.]
63,[0.]
64,[0.]
65,[0.]
66,[0.]
67,[0.]
68,[0.]
69,[0.]
70,[0.]
71,[0.]
72,[0.]
73,[0.]
74,[0.]
75,[0.]
76,[0.]
77,[0.]
78,[0.]
79,[0.]
80,[0.]
81,[0.]
82,[0.]
83,[0.]
84,[0.]
85,[0.]
86,[0.]
87,[0.]
88,[0.]
89,[0.]
90,[0.]
91,[0.]
92,[0.]
93,[0.]
94,[0.]
95,[0.]
96,[0.]
97,[0.]
98,[0.]
1,[0.0266261]
2,[0.0266261]
3,[0.0266261]
4,[0.0266261]
5,[0.0266261]
6,[0.0266261]
7,[0.0266261]
8,[0.0266261]
9,[0.0266261]
10,[0.0266261]
11,[0.0266261]
12,[0.]
13,[0.]
14,[0.]
15,[0.]
16,[0.]
17,[0.]
18,[0.]
19,[0.]
20,[0.]
21,[0.]
22,[0.]
23,[0.]
24,[0.]
25,[0.]
26,[0.]
27,[0.]
28,[0.]
29,[0.]
30,[0.]
31,[0.]
32,[0.]
33,[0.]
34,[0.]
35,[0.]
36,[0.]
37,[0.]
38,[0.]
39,[0.]
40,[0.]
41,[0.]
42,[0.]
43,[0.]
44,[0.]
45,[0.]
46,[0.]
47,[0.]
48,[0.]
49,[0.]
50,[0.]
51,[0.]
52,[0.]
53,[0.]
54,[0.]
55,[0.]
56,[0.]
57,[0.]
58,[0.]
59,[0.]
60,[0.]
61,[0.]
62,[0.]
63,[0.]
64,[0.]
65,[0.]
66,[0.]
67,[0.]
68,[0.]
69,[0.]
70,[0.]
71,[0.]
72,[0.]
73,[0.]
74,[0.]
75,[0.]
76,[0.]
77,[0.]
78,[0.]
79,[0.]
80,[0.]
81,[0.]
82,[0.]
83,[0.]
84,[0.]
85,[0.]
86,[0.]
87,[0.]
88,[0.]
89,[0.]
90,[0.]
91,[0.]
92,[0.]
93,[0.]
94,[0.]
95,[0.]
96,[0.]
97,[0.]
98,[0.]
1,[0.06682837]
2,[0.06682837]
3,[0.06682837]
4,[0.06682837]
5,[0.06682837]
6,[0.06682837]
7,[0.04564713]
8,[0.04564713]
9,[0.04564713]
10,[0.04564713]
11,[0.04564713]
12,[0.04564713]
13,[0.04564713]
14,[0.03778539]
15,[0.03572734]
16,[0.01902534]
17,[0.01902534]
18,[0.01902534]
19,[0.01902534]
20,[0.01902534]
21,[0.01902534]
22,[0.01902534]
23,[0.01902534]
24,[0.01902534]
25,[0.01902534]
26,[0.01902534]
27,[0.01902534]
28,[0.01902534]
29,[0.01902534]
30,[0.01902534]
31,[0.01902534]
32,[0.01902534]
33,[0.01902534]
34,[0.01902534]
35,[0.01902534]
36,[0.01902534]
37,[0.01902534]
38,[0.01902534]
39,[0.01902534]
40,[0.01902534]
41,[0.01902534]
42,[0.01902534]
43,[0.01902534]
44,[0.01902534]
45,[0.01902534]
46,[0.00878028]
47,[0.00878028]
48,[0.00878028]
49,[0.00878028]
50,[0.00878028]
51,[0.00878028]
52,[0.00878028]
53,[0.00878028]
54,[0.00878028]
55,[0.00878028]
56,[0.00878028]
57,[0.00878028]
58,[0.00878028]
59,[0.00878028]
60,[0.00442644]
61,[0.00442644]
62,[0.00442644]
63,[0.00442644]
64,[0.00442644]
65,[0.00442644]
66,[0.00442644]
67,[0.00442644]
68,[0.00442644]
69,[0.00442644]
70,[0.00442644]
71,[0.00442644]
72,[0.00442644]
73,[0.00442644]
74,[0.00020178]
75,[0.00020178]
76,[0.00020178]
77,[0.00020178]
78,[0.00020178]
79,[0.]
80,[0.]
81,[0.]
82,[0.]
83,[0.]
84,[0.]
85,[0.]
86,[0.]
87,[0.]
88,[0.]
89,[0.]
90,[0.]
91,[0.]
92,[0.]
93,[0.]
94,[0.]
95,[0.]
96,[0.]
97,[0.]
98,[0.]
1,[0.10147966]
2,[0.09959805]
3,[0.09959805]
4,[0.09959805]
5,[0.06852827]
6,[0.06852827]
7,[0.01629024]
8,[0.01629024]
9,[0.01629024]
10,[0.01629024]
11,[0.01629024]
12,[0.01629024]
13,[0.01629024]
14,[0.01629024]
15,[0.01629024]
16,[0.01629024]
17,[0.01629024]
18,[0.01629024]
19,[0.01629024]
20,[0.01629024]
21,[0.01629024]
22,[0.01629024]
23,[0.01629024]
24,[0.01629024]
25,[0.01629024]
26,[0.01213595]
27,[0.01213595]
28,[0.01213595]
29,[0.01213595]
30,[0.01213595]
31,[0.01213595]
32,[0.01213595]
33,[0.01213595]
34,[0.01213595]
35,[0.01213595]
36,[0.01213595]
37,[0.01213595]
38,[0.01213595]
39,[0.01213595]
40,[0.01213595]
41,[0.01213595]
42,[0.01213595]
43,[0.01213595]
44,[0.01213595]
45,[0.01213595]
46,[0.01178613]
47,[0.01178613]
48,[0.01178613]
49,[0.01178613]
50,[0.01178613]
51,[0.01178613]
52,[0.01178613]
53,[0.01178613]
54,[0.01178613]
55,[0.01178613]
56,[0.01178613]
57,[0.01178613]
58,[0.]
59,[0.]
60,[0.]
61,[0.]
62,[0.]
63,[0.]
64,[0.]
65,[0.]
66,[0.]
67,[0.]
68,[0.]
69,[0.]
70,[0.]
71,[0.]
72,[0.]
73,[0.]
74,[0.]
75,[0.]
76,[0.]
77,[0.]
78,[0.]
79,[0.]
80,[0.]
81,[0.]
82,[0.]
83,[0.]
84,[0.]
85,[0.]
86,[0.]
87,[0.]
88,[0.]
89,[0.]
90,[0.]
91,[0.]
92,[0.]
93,[0.]
94,[0.]
95,[0.]
96,[0.]
97,[0.]
98,[0.]
1,[0.03209408]
2,[0.03209408]
3,[0.03209408]
4,[0.02583953]
5,[0.00751819]
6,[0.00751819]
7,[0.00751819]
8,[0.00751819]
9,[0.00751819]
10,[0.00751819]
11,[0.00751819]
12,[0.00751819]
13,[0.00751819]
14,[0.00751819]
15,[0.00751819]
16,[0.00751819]
17,[0.00751819]
18,[0.00751819]
19,[0.00751819]
20,[0.00751819]
21,[0.00751819]
22,[0.00751819]
23,[0.00751819]
24,[0.00751819]
25,[0.00751819]
26,[0.00751819]
27,[0.00751819]
28,[0.00751819]
29,[0.00751819]
30,[0.00751819]
31,[0.00751819]
32,[0.00751819]
33,[0.00751819]
34,[0.00751819]
35,[0.00751819]
36,[0.00751819]
37,[0.00751819]
38,[0.00751819]
39,[0.00751819]
40,[0.]
41,[0.]
42,[0.]
43,[0.]
44,[0.]
45,[0.]
46,[0.]
47,[0.]
48,[0.]
49,[0.]
50,[0.]
51,[0.]
52,[0.]
53,[0.]
54,[0.]
55,[0.]
56,[0.]
57,[0.]
58,[0.]
59,[0.]
60,[0.]
61,[0.]
62,[0.]
63,[0.]
64,[0.]
65,[0.]
66,[0.]
67,[0.]
68,[0.]
69,[0.]
70,[0.]
71,[0.]
72,[0.]
73,[0.]
74,[0.]
75,[0.]
76,[0.]
77,[0.]
78,[0.]
79,[0.]
80,[0.]
81,[0.]
82,[0.]
83,[0.]
84,[0.]
85,[0.]
86,[0.]
87,[0.]
88,[0.]
89,[0.]
90,[0.]
91,[0.]
92,[0.]
93,[0.]
94,[0.]
95,[0.]
96,[0.]
97,[0.]
98,[0.]
1,[0.09813542]
2,[0.09755094]
3,[0.06584977]
4,[0.06584977]
5,[0.06204387]
6,[0.05275062]
7,[0.05275062]
8,[0.05275062]
9,[0.05275062]
10,[0.05275062]
11,[0.05275062]
12,[0.05275062]
13,[0.05275062]
14,[0.05275062]
15,[0.05275062]
16,[0.05275062]
17,[0.05275062]
18,[0.05275062]
19,[0.05275062]
20,[0.05275062]
21,[0.05275062]
22,[0.05275062]
23,[0.05275062]
24,[0.05275062]
25,[0.05275062]
26,[0.05275062]
27,[0.05275062]
28,[0.05275062]
29,[0.05275062]
30,[0.05275062]
31,[0.05275062]
32,[0.05275062]
33,[0.05275062]
34,[0.05275062]
35,[0.05275062]
36,[0.05275062]
37,[0.02964295]
38,[0.02964295]
39,[0.02964295]
40,[0.02964295]
